judul_translate,narasi_translate,label
AM Hendropriyono Meninggal Di Singapura,"INNALILAHIWAINALRAJIUN ..
TELAH MATI SEORANG PEMBANTAI RAKYAT HENDROPRAYONO D SINGAPURA ... JGN D UCAPI MENINGGAL..KARNA DIA PEMBANTAI MANUSIA",1
Penjelasan Terkait Video Truk Kontainer Bergambar Jokowi-Maruf Amin,Truk kontainer setengah Paslon 01 Penyanyi kira-kira membawa APA,0
Bahaya Semut / Kutu Jepang utk DIABETES.,"INFO: Bahaya Semut / Kutu Jepang utk DIABETES.
Ada sy sahabat (ibu2) di Magelang pengidap Diabetes, KMD dia Konsumsi Semut / Kutu Jepang yg Katanya can Mengobati Diabetes, mungkin Benar KARENA Semut ITU mengeluarkan insulin.
TAPI Hanya hearts Waktu SATU TAHUN mengkonsumsi Semut / Kutu Jepang ITU, Ternyata Ususnya terkena Bakteri Dan Rusak, sehingga Harus dipotong Ususnya.",1
CNN Indonesia Buat Berita Berjudul SERTIFIKAT GANDA KERJA REZIM Jokowi,"CNN INDONESIA

SERTIFIKAT GANDA KERJA REZIM Jokowi
10 November 2018",1
PAHAM politik gak sih pak?,"pak Aduh, Bukan kelemahannya pak Jokowi ITU,
Andari Yang gak mudeng, justru ITU Yang bikin Andari Dan kampret makin terlihat bodoh,
PAHAM politik gak sih pak?",1
Judul Berita Prabowo: mengaji TIDAK Dibutuhkan Dalam Memimpin Negara,"ah Pokoknya APA kata Prabowo laaah ... ..
 Amin Rais Jangan nyinyir yaaaa keh keh keh",1
Universitas Muhammadiyah Kupang Bantah Akan Menginisasi Gerakan # GantiPresiden2019,"Terkait shalat Satu dosennya Menjadi insiator Gerakan # GantiPresiden2019 di Kabupaten Manggarai Barat, Nusa Tenggara Timur (NTT), parties Universitas Muhammadiyah Kupang (UMK) membantah bahwa kampusnya terlibat hearts Gerakan tersebut.",0
PKS Dan Gerindra Purwakarta Bantah Pasang Spanduk Yang Dinilai provokatif,Kami Caleg Partai Gerindra Dan PKS Menolak Khilafah. Indonesia Damai Menolak Khilafah di Wilayah Purwakarta. Barisan Muda Muslim Purwakarta.,0
Kalimantan Barat Memanas,"Menang SONGONG, Kalah ngamuk!",1
"Tersangka Ujaran Kebencian Dosen USU, Himma Dewiyana, Dibebaskan",Terima kasih Bang Romo Syafi'i Dan Ketua KAHMI Telah membantu membebaskan ibu Himma.,1
Dedi Mulyadi menghamili Siswi Mts,"Bupati Purwakarta Yang kini Menjadi Calon Wakil Gubernur Jawa Barat, Dedi Mulyadi PERNAH membantah information Yang mengatakan Dirinya menghamili siswi Mts. Yang sebenarnya Terjadi kata Dedi Adalah Ia Menjadi Saksi nikah Dari Seorang Anak tokoh masyarakat Sumedang Yang Tengah hamil DENGAN Yang menghamilinya.",1
"DI TUDUH CURI Medali Milik BAMBANG PAMUNGKAS, MUHAMMAD YUSUF BUKA SUARA","Mantan Ketua Umum Jakmania, Larico Ranggamone: “Soal Yang Ramai Medali Bepe Hilang ditunjukkan ditunjukan kepada M Yusuf Penyanyi, ITU Medali Palsu didapat Dari tantenya Dari PSSI. Itu beda Dari Medali Yang didapat tim Persija,”.",1
Malam Nanti Jam 03:25 Pagi Bulan Akan Mengelilingi Kabah,"Malam Nanti jam 03:25 pagi bulan akan mengelilingi Ka'bah Dan langit akan berwarna biru muda, Inilah sa'at penerima'an doa, taubat, munajat, Penyanyi * Terjadi SETIAP 100 ribu Tahun Sekali,
 * Hari Suami di Malam hari siapa pun Yang berdo'a akan diterima. Bulan akan melakukan thawaf di Sekitar Ka'bah.
 Tolong Sampaikan Penyanyi ditunjukan kepada SEMUA orangutan. * Rabbi minkulli Zambi wa'atubu illiahi .., JIKA kamu mengirim doa Suami Ke temanmu, Allah akan menyelesaikan SEMUA masalahmu.
 Tolong Kirimkan Ini Ke SETIAP orangutan Dekat Kita sehingga mereka can mengetahui .. ..
 Semoga Bermanfaat Aamiin",1
PENDAFTARAN PESERTA UJI Nyali MASIH DUNIA LAIN TRANS 7 DI PABRIK Mercon,"PENDAFTARAN PESERTA ACARA UJI Nyali “MASIH DUNIA LAIN” TELEVISI TRANS 7:
Buat spookiers para Yang pengen ikutan uji nyali, Langsung email Data through kirim, Data Yang Perlu diisi Adalah;
Nama:
Umur:
Alamat:
Pekerjaan:
Motivasi Ikut uji nyali:
Tidak ada Telp:",1
"Kartu SIM XL, Indosat, Smarfren, Dan Telkomsel disadap Badan Intelijen AS","Kemenkominfo through Badan Regulasi Telekomunikasi Indonesia (BRTI) menyatakan Telah MENERIMA Laporan Investigasi Operator seluler Berlangganan dugaan penyadapan PADA Kartu SIM Buatan Gemalto (Hutchinson 3, XL Axiata, Indosat, Telkomsel) Oleh badan Intelijen AS, National Security Agency (NSA) Dan Pemerintah Komunikasi Mabes (GCHQ).",1
Rombongan Anies-Sandi Ditilang Dan Tak Miliki Izin Patwal di Puncak Bogor,Rombongan Anies-Sandi Ditilang Dan Tak Miliki Izin Patwal di Puncak Bogor,1
Foto John Kei Yang Sudah Disunting,"Bismillah,
 Hari tim Penyanyi mualaf Pusat Darussalam diwakili Harsha Agousta Brahma Sadewa dan Ibu Jenderal Lisze Dewi Purnamawati berangkat Ke LP. Batu Nusakambangan Cilacap memastikan Niat John Kei MASUK Islam ..
 SEBELUM memutuskan MASUK Islam John Kei alias John Refra pemuda asal Tutrean, Pulau Kei PERNAH di juluki sebagai Godfather of Jakarta ..",1
Pengoperasionalan Kereta Bandara,"Buat teman2 Yang ADA Kunjungan Ke Jakarta, sejak 17 Agustus 2017 Sudah ADA Transportasi kereta api Dari Bandara Soekarno-Hatta ..?",0
Tusuk Gigi Sebarkan HIV AIDS,Tusuk Gigi Sebarkan HIV AIDS,0
Pelaku Bom Kampung Melayu Adalah Anggota Anggota Polisi,Pelaku Bom Kampung Melayu Adalah Anggota Anggota Polisi,1
: Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NU,Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NU,1
Foto Helikopter-Tank Pertama di Dunia Buatan Turki Dan Pakistan,Foto Helikopter-Tank Pertama di Dunia Buatan Turki Dan Pakistan,1
Es Krim Merek AEKI Bosnya Orang Cina Dan Bahannya Kimia * Semua,"Siang Tadi sy mampir di distributor es krim merk _ * AEKI * _ yg sedang marak penetrasi bisnisnya yg terletak di Selatan tugu lilin Makam haji, Melihat hal Banyak spanduk bertulisan cina iseng2 sy tanya Penjaga konter yg didepan Pinggir jln, bos nya orangutan mana mba jakarta ATAU solo, dijawab: “Orang china”, lho kok tau kalau org cina APA sdh PERNAH ketemu? Tris dia nunjuk disebuah mobil avanza putih, ITU bosnya di dlm mobil ITU, ngomongnya aja pake bhs cina, dia asli Datang Dari Cina ..katanya. Penasaran sy tunggu si bos Keluar Dari mobil, betul Ternyata chino !!",1
Video Yang menunjukkan Anak Muslim Yang disiksa Oleh Budha di Myanmar,Video Yang menunjukkan Anak ‘Muslim’ Yang disiksa Oleh ‘Budha’ di Myanmar,1
"Foto Kerusuhan Demo Anti Trump di Konsultasi Kesehatan, Hukum","Foto Kerusuhan Demo Anti Trump di Konsultasi Kesehatan, Hukum",1
"Bentrok Antar Ormas Gerakan Jaga Indonesia Dengan FPI, LPI Dan Hti di Kota Bandung PAPA 27 Juli 2020","Aksi demo Yang Tanpa tujuan di Depan Gedung DPR-MPR Yang di lakukan 50 orangutan simpatisan PDI-P di komandoi Oleh Boedi Djarot dkk, Yang menginjak-injak, merobek, Dan Membakar Poster Habib Rizieq Syihab, Ternyata berbuntut Panjang. Di kota bandung Terjadi Bentrok ANTARA Ormas Gerakan Jaga Indonesia (GJI-PDI-P) DENGAN Ormas-ormas Islam FPI, HTI, LPI, Pembela Dan Penjaga Pancasila, NKRI Dan Ulama. Akibatnya 7 orangutan ANGGOTA ormasa Gerakan Jaga Indonesia & PDI-P mati kena sabetan pedang Lasykar FPI, Dari parties HTI 1 orangutan mengalami luka sabetan di bahu. Bukan ITU Saja Bentrokan pun meluas Hingga Terjadi Kebakaran beberapa Pertokoan Yang berdekatan DENGAN Markas PDI-P, KARENA lemparan Bom Molotov. Aparat Polisi pun TIDAK Berani Ke TKP",1
Video Kecelakaan Maut Di Air Terjun Uluk Til Belu NTT,Kecelakaan Maut Di Air Terjun Uluk Til Belu NTT,1
Aliran Komunis & Gerakan PKI Bangkit Lewat PDIP,"“Lebih JAUH, Prijanto mengatakan, Istilah Petugas partai Yang disampaikan Ketua Umum PDIP Megawati Soekarnoputri tidak ditunjukan kepada Jokowi also dinilai modus Komunisme. Sebab, Istilah Petugas partai mirip DENGAN pekerja partai Yang PERNAH dikatakan tokoh PKI DN Aidit.",1
Gubernur Jakarta Anies Baswedan Mendapat Penghargaan Terbaik Di Seluruh Dunia Dalam Penang Covid-19,Gubernur Jakarta Anies Baswedan Mendapat Penghargaan Terbaik Di Seluruh Dunia Dalam Penang Covid-19,1
'masyarakat Selandia Baru belajar Wudhu,"Kabar Terbaru Dari SELANDIA BARU Subhanallah ,,,, 'masyarakat Selandia Baru pd belajar Wudhu. Dan Kumpul di Lapangan. Mereka Mulai Belajar Dan Mendalami Islam Kalau Allah Sudah Berkehendak ,,! * Semua can Terjadi. Allahu Akbar !!! Sungguh Allah Maha Pembolak Balik Hati Manusia",1
Sejumlah Polisi India Telah Tiba Di Indonesia,Kabar Terkini .. Sejumlah Polisi India Telah Tiba Di Indonesia Untuk menertibkan Masyarakat yg tdk mau Tinggal di rumah..Siapkan Pantat Dan Minyak Gosok.,1
Pasukan Tentara Membantu Melawan Virus Corona di New York,kendaraan militer tiba di Manhattan.NEW YORK WUHAN coronavirus,1
Video KELUYURAN PENGOPERASIAN RUMAH? DI MALAYSIA ditembak API Pakai Drone,"KELUYURAN PENGOPERASIAN RUMAH ... ??
 DI MALAYSIA ditembak API Pakai Drone ....",1
"Antisipasi Corona, Seluruh BUMN DKI Ditutup","ANTISIPASI CORONA, Seluruh BUMN DKI Ditutup",1
Jokowi dilengserkan Halal,Manusia yg gk Punya Nilai dn kuwalitas gk Pantas mnjdi apapun di negeri Suami ..,1
"Sandiwara Dagelan koplax, di perskusi Sendiri, di viralkan Sendiri, di laporkan Sendiri, Minta maaf Dan memaafkan Sendiri","Sandiwara Dagelan koplax, di perskusi Sendiri, di viralkan Sendiri, di laporkan Sendiri, Minta maaf Dan memaafkan Sendiri? Sakit jiwa kali Yang beginian ya?",1
"Distributes Surat Rekrutmen Satpol PP, Kepala Satpol PP Dan Damkar Sintang Angkat Bicara","Kepala Satpol PP Dan Damkar, Martin Nandung: “Gak Jelas Sumber Dan TIDAK ADA penanggungjawab. Ndak ADA cap Dan Tanda serbi,",1
Ketua KPU imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan,"Ketua KPU imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan,",1
Universitas Brawijaya Dan UMM Bantah Liburkan Perkuliahan KARENA Ada Aksi Mahasiswa,"Hoaks, mbak. Kegiatan Belajar normal, activities kampus also biasa",1
Luthfi Abdul Hadi Meminta Maaf Kepada Kiai Said Aqil Siroj,"Akhirnya Gus Ipul wakil Gubernur jatim turun-serbi menyelesaikan fitnah yg di tuduhkan ditunjukan kepada ketum PBNU PROF DR KH Said Aqil Siroj.
 Semoga para tukang fitnah TIDAK kejang2 ...",1
Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan,Asosiasi Guru Bahasa Dan Sastra Indonesia Kecam Anies Baswedan Lihai Tata Kata Kata Untuk Bodhi,1
Khoirul Anwar Penemu 4G LTE,"Khoirul Anwar dianggap gila. Ditertawakan. dicemooh Bahkan. Idenya dianggap muskil. Tak MASUK akal. * Semua Ilmuwan Yang berkumpul di Hokkaido, Jepang, ITU menganggap Pemikiran Yang dipresentasikan ITU tak berguna. ...",1
Syukuran Jokowi 2 p,"Syukuran Jokowi 2 p ,, TNP kamera, bawa Bekal Sendiri, secara kompak ,, salam Jokowi",1
KPU Video Polisi Tembak Saksi Saat Rekap Pleno,Polisi menembak Saksi Yang TIDAK trima Rekap pleno KPU,1
Penjelasan KPU Gowa Terkait Baliho Surat Suara Yang Tidak Mencantumkan Foto Capres-Cawapres Prabowo-Sandi,"Hari ini
Pemasangan baliho contoh surat Suara Pilpres
Oleh KPU
Di Kec Bontonompo Kab Gowa
Mana foto capres cawapres 02?
Luar Biasa KPU Gowa
Kalian Sudah mencederai demokrasi",0
Masukan Persatuan Tunanetra Indonesia Terkait Braile Surat Suara di Jakarta 80% Shalat * Semua,"Info Dari Pertuni

Penyanyi masukan aja Tadi Dari Pertuni (persatuan tunanetra Indonesia) yg di Jkt ngecek surat Suara yg Braile Ke KPU Ternyata hampir 80% shalat SEMUA",1
Kementan Bantah Siluet Wajah Yang Ada Dibungkus Plastik Bertuliskan Beras Segar Dan Toko Tani Indonesia ialah Presiden Jokowi,"“Gambar ATAU foto Yang tertera PADA kemasan beras Toko Tani Indonesia Adalah Bukan foto Presiden RI Bapak Jokowi. Itu foto Model staf Kementan di Biro Umum Dan Pengadaan Kementan, Mas Agus Faizal,”kata Kepala Biro Humas Dan Informasi Publik Kementan, Kuntoro Boga Andri, Selasa (25/9).",0
Dinkes Aceh Membantah Atas Isu Pelajar Lumpuh Penghasilan kena pajak Vaksin MR,"“Itu SECARA kebetulan. TIDAK Berhubungan DENGAN Imunisasi. Penyanyi penyakit Sendiri Bukan Efek Dari Vaksin MR,”ujarnya.",0
Hasil Scanning Pelabuhan Bolong,"KPU Harusnya Punya Server Sendiri. Suami bawa2 ITB, Moratel .. Gimana Pemilu berikutnya ...",1
Rekrutmen PT PINDAD,Sehubungan Dengan Rekrutmen Calon Karyawan Pepa Pt Pindad Untuk Wilayah Kerja Kerang Meliputi Sulawesi Sulawesi,1
: Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria PADA Piala Dunia 2018,: Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria PADA Piala Dunia 2018,0
"Mark Zuckerberg, CEO Facebook, Menemukan Kata BFF","Uji FB tmn2 disini ......
 
 Mark Zuckerberg, CEO Facebook, menemukan kata BFF, untuk review memastikan akun Andari Aman di facebook. Ketik Bff di komentar,
 JIKA terlihat hijau, akun Andari dilindungi.
 JIKA TIDAK Muncul hearts warna hijau, ubah kata sandi Andari Segera KARENA mungkin diretas Oleh Seseorang.
 # Disalin",1
Penjelasan Terkait Berita Muslim Cyber ​​Army Yang TIDAK Sesuai Standar,"Berdasarkan Peninjauan redaksi internal ditemukan Fakta bahwa redaksi terburu-buru hearts mengunggah artikel tersebut. Sehingga, mengabaikan standar Yang ditentukan terutama Berlangganan DENGAN penutup bothside. Termasuk, untuk review selektif hearts Mencari narasumber KARENA Telah menjadikan akun anonim sebagai Rujukan Utama.",0
"Teror Kiai di Ponpes Kediri Hoax, Ini Cerita Sebenarnya","Teror Kiai di Ponpes Kediri Hoax, Ini Cerita Sebenarnya",0
Penganiayaan Ulama di Bogor,"Utk Kesekian kalinya Terjadi Penganiayaan thdp Ulama2 di JaBar ... 😖😢
 Hr Suami Ulama Bogor, Ust.sulaiman dibacok orangutan gila di bogor ... 😤
 Umat ​​Islam Rapatkan Barisan .. Selalu Waspada ... 💪🏻💪🏻💪🏻
 #Waspada
 #SaveUlama
 # HasbunallahWanimalWakiiil ... 🙏😭",0
Bahaya Makan Rambutan Sambil Minum Teh Manis sebabkan Penyumbatan Saluran Pernapasan,Bahaya Makan Rambutan Sambil Minum Teh Manis sebabkan Penyumbatan Saluran Pernapasan,0
Jalan Slamet Riyadi Kota Solo Tergenang Banjir,"Wali Kota Solo Fx Hadi Rudyatmo Geram Dengan Informasi Hoax Terkait Banjir Di Jalan Slamet Riyadi, Solo.",1
Mahalnya BIAYA Sekolah Pelayaran,"3 Tahun sekolah Pelayaran
Udah bayarnya mahal SETIAP hari dididik Militer sakit hati sakit badan.”.",1
Video Peserta Aksi 411 Merusak Toko,SISA VIDEO Pendemo Yang Menjarah Warung Di Jakarta 4 November Semalam. Di Bagikan Biar Tahu Keluranguannya!,1
51% Saham Taksi Ekspres Sudah Dimiliki Oleh Sandiaga Uno,Kepemilikan 51% Saham Oleh Taxi Ekspres Pengusaha Dan bakal cagub Sandiaga Uno,1
Mesin Mobil Sering Mati Di Atas Rel Kereta Api,"[...] MENGAPA MESIN MOBIL Sering MATI DI ATAS PERLINTASAN REL KERETA API
 
 Org awam terkadang mengira Hal Penyanyi di sbbkan krn perlintasan tsb angker / Kurang sajen Dan Kemenyan / ADA demit dll",1
Indonesia Gagal Wujudkan Swasembada Pangan,Pemerintah Rencana impor beras 1 juta ton = Indonesia Swasembada Gagal,0
Media TIDAK Menyiarkan Demo RUU HIP,Masih kah Percaya DENGAN TV ... TIDAK ADA satupunmedia TV menyiarkan Demo tolak UU HIP ...... .terutama orangutan desa Yang JAUH bahasa Dari jangkauan mereka Hanya Percaya sama TV. Padahal TV Sudah di boking rezim Yang berkuasa ... ayo rakyat bukakan mata Dan pikiran..ISU COVID 19. Hanya pengalihan ... Penyanyi Bentuk pembodohan SDM ..,1
Pembakar BENDERA PDI-P Ternyata Adalah ANGGOTA SIMPATISAN PDI-P SENDIRI,"Bawa Sendiri, Bakar Sendiri, Lapor Sendiri. Memang Pki tukang Nyusup Licik. Pengalihan tolak RUU HIP-Pki. Kpd Umat Kristiani jgn terhasut Pki yg Suka Fitnah & adu domba. Apalagi mendukung & membela Pki. Itu dosa gede, KARENA Pki tdk Percaya Yesus kristus & agama.Pki & antek2-nya Serta Pendukung Tempatnya Adalah Kerak Neraka.",1
Minggu 21 Juni 2020 Baim Wong Rilis Hadiah Buat 500 Orang Pemenang,"Minggu, 21 Juni 2020 BUAT 500 ORANG Pemenang Rilis Hadiah!",1
Panggilan Seleksi Rekrutmen Pertamina Tanggal 7-8 Juni 2020,"Surat bernomor 20.198 / HRD / PT Pertamina Persero / VI / 2020 Perihal Panggilan Seleksi rekrutmen karyawan (i). Dalam surat disebutkan LOKASI Seleksi rekrutmen di Gedung Perwira 2 Lantai 1 Jl. Medan Merdeka Timur 1A, Jakarta Pusat.",1
TIDAK ADA sama Sekali Ucapan bela sungkawa Presiden ditunjukan kepada Dr Dan tim Medis yg berguguran dimedan Covid-19,Mana Ucapan bela sungkawa Presiden ditunjukan kepada dr tim Dan Medis yg berguguran dimedan Covid-19. TIDAK ADA sama Sekali.,1
Video Gereja Minta di azankan corona ga Aktif Bila di Dengarkan azan,Gereja Minta di azankan..mrk Yakin krn berdasarkan Riset corona ga Aktif Bila di Dengarkan azan ATAU Alquran.Mashaallah.,1
Video Di Amerika ada telah penjarahan di mana-mana karena takut virus corona,Di Amerika telah ada penjarahan di mana-mana karena takut virus corona,1
Pelintiran Konteks Foto APD Hasil Ekspor Korea bertulisan Terbuat Indonesia,"Buatan INDONESIA, PABRIKNYA KORSEL, salesnya TIONGKOK, PEMBELINYA INDONESIA 😂 Mumet endasku 😇
 Dalam foto ITU, dus terlihat Tulisan Merek APD. Selain ITU, ADA Tulisan Korea dibawahnya, Lalu Tulisan Berbahasa Inggris Yang menunjukkan Jangka Waktu hearts Satu dus Dan warna APD, Serta nomor seri. Yang menarik, di Bagian Bawah Terdapat Tulisan ‘Made in Indonesia’.",1
Update Status Terkait Penutupan Beberapa destinasi Wisata di DIY,"Kita Sudah komunikasikan DENGAN Kementerian BUMN Dan Sesuai DENGAN ajakan Presiden Jokowi, bahwa TWC akan berlakukan Penutupan Bagi pengunjung,",0
Satu virus Pasien corona dr Badau otw dirujuk Ke rumah sakit Rujukan Sintang,"Selamat sakit kwn2,
 barusan dpt Info dr kwn yg kerja di RS Sintang bahwa ADA Satu Pasien virus corona dr Badau sebelumnya Saat ini sdg otw dirujuk Ke rumah sakit Rujukan Sintang, utk kitd Waspada klu ADA Yang berkunjung Ke RS Anang klupa pakai masker",1
Cikarang Siaga 3 Virus Corona KARENA Sudah 3 Orang Meninggal di Meikarta,"ikarang siaga 3 virus DENGAN Corona ADA kabar untuk review Daerah Lippo Sudah ada yg terserang viirus Corona 3 orangutan Dan Meninggal Dunia namun kitd Belum nyelidiki Ke TKP ... Dan himbauan untuk review Orang CIKARANG Dan Sekitarnya untuk review hari Penyanyi Dan seterusnya Wajib MEMAKAI MASKER agar TIDAK terkena virus Corona ... virus .pusat Corona ADA di Sebuah Perusahaan gede MEIKARTA, Dan Sampai sebelumnya Saat ini Pemerintah blm menindak tegas ,, bahkan tdi pagi ADA aksi Dari para habib seBEKASI meminta Pemerintah membasmi virus Corona di BEKASI",1
"Video Mata Juling Akibat permainan utama ular yg lgi tren skrang, Gaeeees hati","Akibat permainan utama ular”yg lgi tren skrang, hati” Gaeeees",1
"Judul Artikel Percuma Dilaporkan, PDIP Sebut Sukmawati TIDAK Bisa BUANA Karena Dia Orang Kuat","Artikel tamparan-berita [dot] blogspot [dot] com menampilkan artikel dengan judul Percuma Dilaporkan, PDIP Sebut Sukmawati TIDAK Bisa BUANA Karena Dia Orang “Kuat” Yang di Awal artikel Ditulis {MERDEKAIND}.",1
Maskapai Penebangan Turki melarikan Diri Dari Tabrakan Yang direncanakan Oleh Teroris DENGAN tanker Bahan bakar,Maskapai Penebangan Turki melarikan Diri Dari Tabrakan Yang direncanakan Oleh Teroris DENGAN tanker Bahan bakar. Pilot Keahlian Dan Keputusan Yang diambilnya hearts sepersekian detik menyelamatkan 380 Penumpang. Penyanyi disebut mukjizat. Teroris Dan Khilafah Harus keluar Dari NKRI,1
royalti 8 ribu rupiah SETIAP WA,"Bila Andari berikhlas hati utk menghilangkan penderitaan Anak Penyanyi mohon Video Penyanyi diteruskan kpd siapa Saja KARENA Anak Penyanyi akan mendapat royalti 8 ribu rupiah SETIAP WA yg Andari Kurim. Terimakasih, semoga Andari mendapat pahala. Aamiin YRA",1
"Artikel Liputan6.com: Rhoma Irama: Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau SETETES .. Dia Malah Nyabu","Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau SETETES .. Dia Malah Nyabu",1
Menpora Imam Nahrawi Mundur Dari Jabatannya,"INFO

Dari Sebelah",1
Klarifikasi KPU Terkait Pernyataan Ustaz Haikal Hassan Mengenai 13 Juta Pemilih Yang Gila,"Mohon maaf, @haikal_hassan pak. Pemilih “gila” tipuan ITU. Yg Benar, Sesuai Putusan MK 135/2015 Adalah Pemilih dg “Gangguan jiwa / ingatan”. Gila Hanya shalat Satu jenisnya. Lagipula angkanya also tipuan. Dulu 14 juta. Sekarang didiskon Jadi 13 juta. Yg Benar Hanya 54,295. Demikian",0
15 Kotak Suara DPRD Jambi Dibakar OTK,"Berita Pagi Penyanyi di TV One, Berhubung 02 di Unggul Jambi, KPU Kardus Dibakar Oleh oknum untuk review menghilangkan Bukti C1
Sekarang Sudah pahamkan kenapa kotak Suara Dari kardus?",0
Metro TV Memberitakan Penyerang Senator Australia Ternyata Pengagum Jokowi,"Apa- APA SEMUA di Klaim sm metro tv neh ...
Kenal Saja kagak ngomong pengagum. Urat malu nya dah putus mereka.
Besok, ganti candi borobudur, menara Eiffel, bahkan udara terjun Niagara bakal di Klaim si Jae Yang bangun",1
SBY Suruh coblos nomor 01 @Jokowi Amin,"Waduh pak SBY kok gitu sih, Suruh coblos nomor 01 @Jokowi Amin.
 
 Kasihan kan pak, ADA Yang akan punah.
 
 #OrangBaikPilihJokowi
 
 #JokowiLagi
 
 # 01_IndonesiaMaju”.",1
Foto Gajah Menolong Anak Singa Mencari Google Artikel Belalainya.,"Pencari Singa Melintasi Sabana Bersama Anak Nya. KRN Panas Terik, Anaknya Nyaris TDK BISA BERJALAN.",1
Putih Koffie Berbahaya KARENA Kandungannya Mudah Terbakar,"“Waduh Penyanyi kopi kesukaan ku 😰😰
 ni stok kopi ku baru beli
 Jadi Takut minumnya 😣😣”",1
